Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
1313,"1313.17145","Streptococcus pneumoniae strain 108","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.20511","Streptococcus pneumoniae strain GPSC226","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9972","Staphylococcus aureus C00013167","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9385","Staphylococcus aureus WAU_29","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.20457","Streptococcus pneumoniae strain GPSC67","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6015","Streptococcus pneumoniae strain 08B07341","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.8688","Streptococcus pneumoniae strain 2245STDY5609087","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.8612","Streptococcus pneumoniae strain 2245STDY5819507","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6524","Streptococcus pneumoniae strain R34-3084","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.21050","Streptococcus pneumoniae strain GPSC3","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.8613","Streptococcus pneumoniae strain 2245STDY5819508","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19459","Streptococcus pneumoniae strain GPSC48","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1351,"1351.860","Enterococcus faecalis strain CVM N53420","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.17358","Streptococcus pneumoniae strain SC11-4308-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1280,"1280.8108","Staphylococcus aureus C00012777","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20859","Streptococcus pneumoniae strain GPSC16","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.17250","Streptococcus pneumoniae strain 4","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.6765","Streptococcus pneumoniae strain 09B08788","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,
1349,"1349.139","Streptococcus uberis PE25","tetracycline",,"0.5",,"0.5","mg/L","MIC",,"Sensititre microdilution system and mastitis plate","Sensititre",,,,,,"Laboratory Method",,
1280,"1280.9960","Staphylococcus aureus C00012817","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19821","Streptococcus pneumoniae strain GPSC26","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9923","Staphylococcus aureus C00009017","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19221","Streptococcus pneumoniae strain GPSC10","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9207","Staphylococcus aureus 013_00","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.9131","Streptococcus pneumoniae strain 2245STDY5699121","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20047","Streptococcus pneumoniae strain GPSC23","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20384","Streptococcus pneumoniae strain GPSC15","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9331","Staphylococcus aureus TTSH1_06","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1280,"1280.9291","Staphylococcus aureus 352_06","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.19688","Streptococcus pneumoniae strain GPSC14","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9826","Streptococcus pneumoniae strain 1392-96","tetracycline",,"24",,"24","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1280,"1280.9244","Staphylococcus aureus 069_02","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.21081","Streptococcus pneumoniae strain GPSC14","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.17341","Streptococcus pneumoniae strain SC11-1576-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1280,"1280.9776","Staphylococcus aureus C00003162","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.18663","Streptococcus pneumoniae strain GPSC39","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8178","Staphylococcus aureus C00013171","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20835","Streptococcus pneumoniae strain GPSC137","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1283,"1283.394","Staphylococcus haemolyticus 7067_4_68","tetracycline","Susceptible",,,,,"MIC",,"E-test","AB BIODISK","EUCAST",2014,,,,"Laboratory Method",,"25038069"
1313,"1313.17395","Streptococcus pneumoniae strain SC13-2679-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.17295","Streptococcus pneumoniae strain 82","tetracycline","Susceptible","0.5","==","0.5","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.17235","Streptococcus pneumoniae strain 26","tetracycline","Susceptible","0.5","==","0.5","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1280,"1280.9439","Staphylococcus aureus C00001109","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9968","Staphylococcus aureus C00013162","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.18645","Streptococcus pneumoniae strain GPSC137","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
760845,"760845.3","Streptococcus pneumoniae GA47751","tetracycline","Susceptible","<=2","<=","2",,,,,,,,,,,"Laboratory Method",,
1280,"1280.9795","Staphylococcus aureus C00003194","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20249","Streptococcus pneumoniae strain GPSC38","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6722","Streptococcus pneumoniae strain SPN4683","tetracycline",,"16",,"16","mg/L","MIC",,,,,,,,,"Laboratory Method",,"24957517"
1313,"1313.21096","Streptococcus pneumoniae strain GPSC3","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1352,"1352.3504","Enterococcus faecium strain CVM N52824","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.5661","Streptococcus pneumoniae strain R34-3121","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1280,"1280.9302","Staphylococcus aureus CGH1_07","tetracycline","Susceptible",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.20431","Streptococcus pneumoniae strain GPSC9","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20951","Streptococcus pneumoniae strain GPSC11","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20708","Streptococcus pneumoniae strain GPSC6","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.21135","Streptococcus pneumoniae strain GPSC49","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5854","Streptococcus pneumoniae strain R34-3171","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1280,"1280.9401","Staphylococcus aureus WAU_35","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.5778","Streptococcus pneumoniae strain R34-3221","tetracycline",,">4.00",">","4.00","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1280,"1280.8136","Staphylococcus aureus C00012808","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.5692","Streptococcus pneumoniae strain R34-3220","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.6516","Streptococcus pneumoniae strain R34-3122","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.6135","Streptococcus pneumoniae strain 9712+30001","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1313,"1313.20016","Streptococcus pneumoniae strain GPSC31","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5558","Streptococcus pneumoniae strain spnIC195","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1313,"1313.9882","Streptococcus pneumoniae strain LIV_5","tetracycline",,">16",">","16","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1349,"1349.211","Streptococcus uberis PE59","tetracycline",,"8",,"8","mg/L","MIC",,"Sensititre microdilution system and mastitis plate","Sensititre",,,,,,"Laboratory Method",,
1313,"1313.20541","Streptococcus pneumoniae strain GPSC9","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9827","Staphylococcus aureus C00003258","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.9002","Streptococcus pneumoniae strain 2245STDY5982746","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20076","Streptococcus pneumoniae strain GPSC55","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19717","Streptococcus pneumoniae strain GPSC9","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9921","Staphylococcus aureus C00009006","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9407","Staphylococcus aureus WAU_9","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1280,"1280.9998","Staphylococcus aureus C00013234","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1334,"1334.58","Streptococcus dysgalactiae PE97","tetracycline",,"4",,"4","mg/L","MIC",,"Sensititre microdilution system and mastitis plate","Sensititre",,,,,,"Laboratory Method",,
1280,"1280.16557","Staphylococcus aureus strain AR_0469","tetracycline","Susceptible","<=1","<=","1","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
1313,"1313.20874","Streptococcus pneumoniae strain GPSC363","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20254","Streptococcus pneumoniae strain GPSC8","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20864","Streptococcus pneumoniae strain GPSC12","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.8709","Streptococcus pneumoniae strain 2245STDY5819509","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19471","Streptococcus pneumoniae strain GPSC5","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1283,"1283.439","Staphylococcus haemolyticus 7068_7_35","tetracycline","Susceptible",,,,,"MIC",,"E-test","AB BIODISK","EUCAST",2014,,,,"Laboratory Method",,"25038069"
1351,"1351.777","Enterococcus faecalis strain CVM N59592F","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1280,"1280.9728","Staphylococcus aureus C00001389","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9813","Staphylococcus aureus C00003238","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1283,"1283.374","Staphylococcus haemolyticus 7067_4_46","tetracycline","Susceptible",,,,,"MIC",,"E-test","AB BIODISK","EUCAST",2014,,,,"Laboratory Method",,"25038069"
1313,"1313.20654","Streptococcus pneumoniae strain GPSC17","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20532","Streptococcus pneumoniae strain GPSC55","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
760771,"760771.3","Streptococcus pneumoniae GA13455","tetracycline","Resistant",">8",">","8",,,,,,,,,,,"Laboratory Method",,
1313,"1313.8607","Streptococcus pneumoniae strain 2245STDY5699084","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20318","Streptococcus pneumoniae strain GPSC3","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8155","Staphylococcus aureus C00012828","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20856","Streptococcus pneumoniae strain GPSC23","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1352,"1352.3463","Enterococcus faecium strain CVM N59492F","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.17256","Streptococcus pneumoniae strain 45","tetracycline","Susceptible","0.5","==","0.5","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.21073","Streptococcus pneumoniae strain GPSC3","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20901","Streptococcus pneumoniae strain GPSC8","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6679","Streptococcus pneumoniae strain 7039-04","tetracycline",,">8",">","8","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.20280","Streptococcus pneumoniae strain GPSC16","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6161","Streptococcus pneumoniae strain R34-3125","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.9600","Streptococcus pneumoniae strain 23782","tetracycline",,"16",,"16","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1283,"1283.370","Staphylococcus haemolyticus 7067_4_44","tetracycline","Susceptible",,,,,"MIC",,"E-test","AB BIODISK","EUCAST",2014,,,,"Laboratory Method",,"25038069"
1280,"1280.9866","Staphylococcus aureus C00003371","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
760841,"760841.3","Streptococcus pneumoniae GA47562","tetracycline","Susceptible","<=2","<=","2",,,,,,,,,,,"Laboratory Method",,
1313,"1313.20881","Streptococcus pneumoniae strain GPSC1","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1351,"1351.842","Enterococcus faecalis strain CVM N55119","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.19587","Streptococcus pneumoniae strain GPSC14","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9362","Staphylococcus aureus TTSH5_05","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.21107","Streptococcus pneumoniae strain GPSC3","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.8926","Streptococcus pneumoniae strain 2245STDY5819581","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20966","Streptococcus pneumoniae strain GPSC88","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5657","Streptococcus pneumoniae strain R34-3150","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.18909","Streptococcus pneumoniae strain GPSC9","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9216","Streptococcus pneumoniae strain 2245STDY5819503","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20851","Streptococcus pneumoniae strain GPSC32","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19284","Streptococcus pneumoniae strain GPSC48","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5751","Streptococcus pneumoniae strain 09B00208","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.20356","Streptococcus pneumoniae strain GPSC96","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20608","Streptococcus pneumoniae strain GPSC3","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8290","Staphylococcus aureus C00013345","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1351,"1351.819","Enterococcus faecalis strain CVM N59454F","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1352,"1352.3457","Enterococcus faecium strain CVM N59542F","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1280,"1280.9308","Staphylococcus aureus CGH2_08","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.5984","Streptococcus pneumoniae strain 9703+24150","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1313,"1313.9779","Streptococcus pneumoniae strain 13150","tetracycline",,"16",,"16","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.5510","Streptococcus pneumoniae strain 09B00295","tetracycline","Intermediate",,,,,"MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.20548","Streptococcus pneumoniae strain GPSC6","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19839","Streptococcus pneumoniae strain GPSC18","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8627","Staphylococcus aureus C00003404","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8047","Staphylococcus aureus C00001269","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9964","Staphylococcus aureus C00012829","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19848","Streptococcus pneumoniae strain GPSC8","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9406","Staphylococcus aureus WAU_8","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.18379","Streptococcus pneumoniae strain GPSC14","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8829","Staphylococcus aureus C00001239","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
