JGI_Portal_ID,Species,Order,Class,Clade,Phylum,Pathogen,Lifestyle,Lifestyle_2,Unknown_Lifestyle,S,N,B,OB,HB,MP,P,O,ECM,ENM,Mycorrhizal,E,EP,L,LF,EL,C,PY,BY,T,A,AL,HY,BR,WR,Wood_Decay,FUNGuild,Plant,Fungus,Vertebrate,Invertebrate,Gymnosperms,Angiosperms,Main_Stem,Leaves,Roots,Fruit,Seeds,MycoCosm Genome Reference Paper
Marbr1,Marssonina brunnea f. sp. multigermtubi MB_m1,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,YES,HB,HB,Known,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,"Zhu S, Cao YZ, Jiang C, Tan BY, Wang Z, Feng S, Zhang L, Su XH, Brejova B, Vinar T, Xu M, Wang MX, Zhang SG, Huang MR, Wu R, Zhou Y Sequencing the genome of Marssonina brunnea reveals fungus-poplar co-evolution. BMC Genomics. 2012 Aug 9;13:382. doi: 10.1186/1471-2164-13-382."
Melbi2,Meliniomyces bicolor E v2.0,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,NO,"ECM, ENM, S",ECM  ENM  S,Known,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Martino E, Morin E, Grelet GA, Kuo A, Kohler A, Daghino S, Barry KW, Cichocki N, Clum A, Dockter RB, Hainaut M, Kuo RC, LaButti K, Lindahl BD, Lindquist EA, Lipzen A, Khouja HR, Magnuson J, Murat C, Ohm RA, Singer SW, Spatafora JW, Wang M, Veneault-Fourrey C, Henrissat B, Grigoriev IV, Martin FM, Perotto S Comparative genomics and transcriptomics depict ericoid mycorrhizal fungi as versatile saprotrophs and plant mutualists. New Phytol. 2018 Feb;217(3):1213-1229. doi: 10.1111/nph.14974. Epub 2018 Jan 7."
Melva1,Meliniomyces variabilis F v1.0,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,NO,"E, ENM, S",E  ENM  S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Martino E, Morin E, Grelet GA, Kuo A, Kohler A, Daghino S, Barry KW, Cichocki N, Clum A, Dockter RB, Hainaut M, Kuo RC, LaButti K, Lindahl BD, Lindquist EA, Lipzen A, Khouja HR, Magnuson J, Murat C, Ohm RA, Singer SW, Spatafora JW, Wang M, Veneault-Fourrey C, Henrissat B, Grigoriev IV, Martin FM, Perotto S Comparative genomics and transcriptomics depict ericoid mycorrhizal fungi as versatile saprotrophs and plant mutualists. New Phytol. 2018 Feb;217(3):1213-1229. doi: 10.1111/nph.14974. Epub 2018 Jan 7."
Oidma1,Oidiodendron maius Zn v1.0,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,NO,"E, ENM, S",E  ENM  S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Kohler A, Kuo A, Nagy LG, Morin E, Barry KW, Buscot F, Canback B, Choi C, Cichocki N, Clum A, Colpaert J, Copeland A, Costa MD, Dore J, Floudas D, Gay G, Girlanda M, Henrissat B, Herrmann S, Hess J, Hogberg N, Johansson T, Khouja HR, LaButti K, Lahrmann U, Levasseur A, Lindquist EA, Lipzen A, Marmeisse R, Martino E, Murat C, Ngan CY, Nehls U, Plett JM, Pringle A, Ohm RA, Perotto S, Peter M, Riley R, Rineau F, Ruytinx J, Salamov A, Shah F, Sun H, Tarkka M, Tritt A, Veneault-Fourrey C, Zuccaro A, Tunlid A, Grigoriev IV, Hibbett DS, Martin F Convergent losses of decay mechanisms and rapid turnover of symbiosis genes in mycorrhizal mutualists. Nat Genet. 2015 Apr;47(4):410-5. doi: 10.1038/ng.3223. Epub 2015 Feb 23.     AND       Martino E, Morin E, Grelet GA, Kuo A, Kohler A, Daghino S, Barry KW, Cichocki N, Clum A, Dockter RB, Hainaut M, Kuo RC, LaButti K, Lindahl BD, Lindquist EA, Lipzen A, Khouja HR, Magnuson J, Murat C, Ohm RA, Singer SW, Spatafora JW, Wang M, Veneault-Fourrey C, Henrissat B, Grigoriev IV, Martin FM, Perotto S Comparative genomics and transcriptomics depict ericoid mycorrhizal fungi as versatile saprotrophs and plant mutualists. New Phytol. 2018 Feb;217(3):1213-1229. doi: 10.1111/nph.14974. Epub 2018 Jan 7."
Phisc1,Phialocephala scopiformis 5WS22E1 v1.0,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,NO,E,E,Known,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Walker AK, Frasz SL, Seifert KA, Miller JD, Mondo SJ, LaButti K, Lipzen A, Dockter RB, Kennedy MC, Grigoriev IV, Spatafora JW Full Genome of Phialocephala scopiformis DAOMC 229536, a Fungal Endophyte of Spruce Producing the Potent Anti-Insectan Compound Rugulosin. Genome Announc. 2016 Feb 25;4(1). pii: 4/1/e01768-15. doi: 10.1128/genomeA.01768-15."
Pseudest1,Pseudogymnoascus destructans 20631-21,Incertae sedis,Leotiomycetes,Pezizomycotina,Ascomycota,YES,"P, S",P  S,Known,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,"Drees KP, Palmer JM, Sebra R, Lorch JM, Chen C, Wu CC, Bok JW, Keller NP, Blehert DS, Cuomo CA, Lindner DL, Foster JT Use of Multiple Sequencing Technologies To Produce a High-Quality Genome of the Fungus Pseudogymnoascus destructans, the Causative Agent of Bat White-Nose Syndrome. Genome Announc. 2016 Jun 30;4(3). pii: 4/3/e00445-16. doi: 10.1128/genomeA.00445-16."
Rhier1,Rhizoscyphus ericae UAMH 7357 v1.0,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,NO,"ENM, S",ENM  S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Martino E, Morin E, Grelet GA, Kuo A, Kohler A, Daghino S, Barry KW, Cichocki N, Clum A, Dockter RB, Hainaut M, Kuo RC, LaButti K, Lindahl BD, Lindquist EA, Lipzen A, Khouja HR, Magnuson J, Murat C, Ohm RA, Singer SW, Spatafora JW, Wang M, Veneault-Fourrey C, Henrissat B, Grigoriev IV, Martin FM, Perotto S Comparative genomics and transcriptomics depict ericoid mycorrhizal fungi as versatile saprotrophs and plant mutualists. New Phytol. 2018 Feb;217(3):1213-1229. doi: 10.1111/nph.14974. Epub 2018 Jan 7."
Sclsc1,Sclerotinia sclerotiorum v1.0,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,YES,N,N,Known,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,YES,YES,YES,,,"Amselem J, Cuomo CA, van Kan JA, Viaud M, Benito EP, Couloux A, Coutinho PM, de Vries RP, Dyer PS, Fillinger S, Fournier E, Gout L, Hahn M, Kohn L, Lapalu N, Plummer KM, Pradier JM, Quevillon E, Sharon A, Simon A, ten Have A, Tudzynski B, Tudzynski P, Wincker P, Andrew M, Anthouard V, Beever RE, Beffa R, Benoit I, Bouzid O, Brault B, Chen Z, Choquer M, Collemare J, Cotton P, Danchin EG, Da Silva C, Gautier A, Giraud C, Giraud T, Gonzalez C, Grossetete S, Guldener U, Henrissat B, Howlett BJ, Kodira C, Kretschmer M, Lappartient A, Leroch M, Levis C, Mauceli E, Neuveglise C, Oeser B, Pearson M, Poulain J, Poussereau N, Quesneville H, Rascle C, Schumacher J, Segurens B, Sexton A, Silva E, Sirven C, Soanes DM, Talbot NJ, Templeton M, Yandava C, Yarden O, Zeng Q, Rollins JA, Lebrun MH, Dickman M Genomic analysis of the necrotrophic fungal pathogens Sclerotinia sclerotiorum and Botrytis cinerea. PLoS Genet. 2011 Aug;7(8):e1002230. doi: 10.1371/journal.pgen.1002230. Epub 2011 Aug 18."
Pyrco1,Pyronema confluens CBS100304,Pezizales,Pezizomycetes,Pezizomycotina,Ascomycota,NO,"S, PY",S  PY,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Traeger, S., Altegoer, F., Freitag, M., Gabaldon, T., Kempken, F., Kumar, A., Marcet-Houben, M., Pöggeler, S., Stajich, J.E., and Nowrousian, M. (2013). The Genome and Development-Dependent Transcriptomes of Pyronema confluens: A Window into Fungal Evolution. PLoS Genet. 9, e1003820. Available at: https://dx.plos.org/10.1371/journal.pgen.1003820 [Accessed July 12, 2019]."
Terbo2,Terfezia boudieri ATCC MYA-4762 v1.1,Pezizales,Pezizomycetes,Pezizomycotina,Ascomycota,NO,"ECM, ENM",ECM  ENM,Known,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Murat C, Payen T, Noel B, Kuo A, Morin E, Chen J, Kohler A, Krizsan K, Balestrini R, Da Silva C, Montanini B, Hainaut M, Levati E, Barry KW, Belfiori B, Cichocki N, Clum A, Dockter RB, Fauchery L, Guy J, Iotti M, Le Tacon F, Lindquist EA, Lipzen A, Malagnac F, Mello A, Molinier V, Miyauchi S, Poulain J, Riccioni C, Rubini A, Sitrit Y, Splivallo R, Traeger S, Wang M, Zifcakova L, Wipf D, Zambonelli A, Paolocci F, Nowrousian M, Ottonello S, Baldrian P, Spatafora JW, Henrissat B, Nagy LG, Aury JM, Wincker P, Grigoriev IV, Bonfante P, Martin FM 
Pezizomycetes genomes reveal the molecular basis of ectomycorrhizal truffle lifestyle. 
Nat Ecol Evol. 2018 Dec;2(12):1956-1965. doi: 10.1038/s41559-018-0710-4. Epub 2018 Nov 12."
Tubae1,Tuber aestivum var. urcinatum v1.0,Pezizales,Pezizomycetes,Pezizomycotina,Ascomycota,NO,"ECM, ORM",ECM  ORM,Known,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Murat C, Payen T, Noel B, Kuo A, Morin E, Chen J, Kohler A, Krizsan K, Balestrini R, Da Silva C, Montanini B, Hainaut M, Levati E, Barry KW, Belfiori B, Cichocki N, Clum A, Dockter RB, Fauchery L, Guy J, Iotti M, Le Tacon F, Lindquist EA, Lipzen A, Malagnac F, Mello A, Molinier V, Miyauchi S, Poulain J, Riccioni C, Rubini A, Sitrit Y, Splivallo R, Traeger S, Wang M, Zifcakova L, Wipf D, Zambonelli A, Paolocci F, Nowrousian M, Ottonello S, Baldrian P, Spatafora JW, Henrissat B, Nagy LG, Aury JM, Wincker P, Grigoriev IV, Bonfante P, Martin FM Pezizomycetes genomes reveal the molecular basis of ectomycorrhizal truffle lifestyle. Nat Ecol Evol. 2018 Dec;2(12):1956-1965. doi: 10.1038/s41559-018-0710-4. Epub 2018 Nov 12."
Tubbor1,Tuber borchii Tbo3840 v1.0,Pezizales,Pezizomycetes,Pezizomycotina,Ascomycota,NO,ECM,ECM,Known,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Murat C, Kuo A, Barry KW, Clum A, Dockter RB, Fauchery L, Iotti M, Kohler A, LaButti K, Lindquist EA, Lipzen A, Morin E, Wang M, Grigoriev IV, Zambonelli A, Martin FM Draft Genome Sequence of Tuber borchii Vittad., a Whitish Edible Truffle. Genome Announc. 2018 Jun 21;6(25). pii: 6/25/e00537-18. doi: 10.1128/genomeA.00537-18."
Tubma1,Tuber magnatum v1.0,Pezizales,Pezizomycetes,Pezizomycotina,Ascomycota,NO,ECM,ECM,Known,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Murat C, Payen T, Noel B, Kuo A, Morin E, Chen J, Kohler A, Krizsan K, Balestrini R, Da Silva C, Montanini B, Hainaut M, Levati E, Barry KW, Belfiori B, Cichocki N, Clum A, Dockter RB, Fauchery L, Guy J, Iotti M, Le Tacon F, Lindquist EA, Lipzen A, Malagnac F, Mello A, Molinier V, Miyauchi S, Poulain J, Riccioni C, Rubini A, Sitrit Y, Splivallo R, Traeger S, Wang M, Zifcakova L, Wipf D, Zambonelli A, Paolocci F, Nowrousian M, Ottonello S, Baldrian P, Spatafora JW, Henrissat B, Nagy LG, Aury JM, Wincker P, Grigoriev IV, Bonfante P, Martin FM Pezizomycetes genomes reveal the molecular basis of ectomycorrhizal truffle lifestyle. Nat Ecol Evol. 2018 Dec;2(12):1956-1965. doi: 10.1038/s41559-018-0710-4. Epub 2018 Nov 12."
Tubme1v2,Tuber melanosporum Mel28 v1.2,Pezizales,Pezizomycetes,Pezizomycotina,Ascomycota,NO,ECM,ECM,Known,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Martin F, Kohler A, Murat C, Balestrini R, Coutinho PM, Jaillon O, Montanini B, Morin E, Noel B, Percudani R, Porcel B, Rubini A, Amicucci A, Amselem J, Anthouard V, Arcioni S, Artiguenave F, Aury JM, Ballario P, Bolchi A, Brenna A, Brun A, Buee M, Cantarel B, Chevalier G, Couloux A, Da Silva C, Denoeud F, Duplessis S, Ghignone S, Hilselberger B, Iotti M, Marcais B, Mello A, Miranda M, Pacioni G, Quesneville H, Riccioni C, Ruotolo R, Splivallo R, Stocchi V, Tisserant E, Viscomi AR, Zambonelli A, Zampieri E, Henrissat B, Lebrun MH, Paolocci F, Bonfante P, Ottonello S, Wincker P Perigord black truffle genome uncovers evolutionary origins and mechanisms of symbiosis. Nature. 2010 Apr 15;464(7291):1033-8. doi: 10.1038/nature08867. Epub 2010 Mar 28."
Croqu1,Cronartium quercuum f. sp. fusiforme G11 v1.0,Pucciniales,Pucciniomycetes,Pucciniomycotina,Basidiomycota,YES,OB,OB,Known,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,None,YES,NO,NO,NO,YES,YES,YES,YES,NO,,,"Pendleton AL, Smith KE, Feau N, Martin FM, Grigoriev IV, Hamelin R, Nelson CD, Burleigh JG, Davis JM Duplications and losses in gene families of rust pathogens highlight putative effectors. Front Plant Sci. 2014 Jun 26;5:299. doi: 10.3389/fpls.2014.00299. eCollection 2014."
Rhomi1,Cystobasidium minutum MCA 4210 v1.0,Erythrobasidiales,Cystobasidiomycetes,Pucciniomycotina,Basidiomycota,YES,"S, O",S  O,Known,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,None,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,"Camiolo S, Toome-Heller M, Aime MC, Haridas S, Grigoriev IV, Porceddu A, Mannazzu I An analysis of codon bias in six red yeast species. Yeast. 2019 Jan;36(1):53-64. doi: 10.1002/yea.3359. Epub 2018 Oct 16."
Leucr1,Leucosporidiella creatinivora 62-1032 v1.0,Leucosporidiales,Microbotryomycetes,Pucciniomycotina,Basidiomycota,UNKNOWN,"S, MP?",S  MP?,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,None,NO,UNKNOWN,NO,NO,NO,NO,NO,NO,NO,,,"Mondo SJ, Dannebaum RO, Kuo RC, Louie KB, Bewick AJ, LaButti K, Haridas S, Kuo A, Salamov A, Ahrendt SR, Lau R, Bowen BP, Lipzen A, Sullivan W, Andreopoulos BB, Clum A, Lindquist E, Daum C, Northen TR, Kunde-Ramamoorthy G, Schmitz RJ, Gryganskyi A, Culley D, Magnuson J, James TY, O'Malley MA, Stajich JE, Spatafora JW, Visel A, Grigoriev IV Widespread adenine N6-methylation of active genes in fungi. Nat Genet. 2017 Jun;49(6):964-968. doi: 10.1038/ng.3859. Epub 2017 May 8."
Melli1,Melampsora lini CH5,Pucciniales,Pucciniomycetes,Pucciniomycotina,Basidiomycota,YES,OB,OB,Known,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Pathotroph – Plant Pathogen,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Nemri A, Saunders DG, Anderson C, Upadhyaya NM, Win J, Lawrence GJ, Jones DA, Kamoun S, Ellis JG, Dodds PN The genome sequence and effector complement of the flax rust pathogen Melampsora lini. Front Plant Sci. 2014 Mar 24;5:98. doi: 10.3389/fpls.2014.00098. eCollection 2014."
Micld1,Microbotryum lychnidis-dioicae p1A1 Lamole,Microbotryales,Microbotryomycetes,Pucciniomycotina,Basidiomycota,YES,"B, S",B  S,Known,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,None,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Perlin MH, Amselem J, Fontanillas E, Toh SS, Chen Z, Goldberg J, Duplessis S, Henrissat B, Young S, Zeng Q, Aguileta G, Petit E, Badouin H, Andrews J, Razeeq D, Gabaldon T, Quesneville H, Giraud T, Hood ME, Schultz DJ, Cuomo CA Sex and parasites: genomic and transcriptomic analysis of Microbotryum lychnidis-dioicae, the biotrophic and plant-castrating anther smut fungus. BMC Genomics. 2015 Jun 16;16:461. doi: 10.1186/s12864-015-1660-8."
Mixos1,Mixia osmundae IAM 14324 v1.0,Mixiales,Mixiomycetes,Pucciniomycotina,Basidiomycota,YES,B,B,Known,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Saprotroph,YES,NO,NO,NO,NO,NO,NO,YES,NO,,,"Toome M, Ohm RA, Riley RW, James TY, Lazarus KL, Henrissat B, Albu S, Boyd A, Chow J, Clum A, Heller G, Lipzen A, Nolan M, Sandor L, Zvenigorodsky N, Grigoriev IV, Spatafora JW, Aime MC Genome sequencing provides insight into the reproductive biology, nutritional mode and ploidy of the fern pathogen Mixia osmundae. New Phytol. 2014 Apr;202(2):554-64. doi: 10.1111/nph.12653. Epub 2013 Dec 24."
PuccoNC29_1,Puccinia coronata avenae 12NC29,Pucciniales,Pucciniomycetes,Pucciniomycotina,Basidiomycota,YES,OB,OB,Known,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Pathotroph – Plant Pathogen,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Miller, M. E., Zhang, Y., Omidvar, V., Sperschneider, J., Schwessinger, B., Raley, C., Palmer, J. M., Garnica, D., Upadhyayah, N., Rathjen, J., Taylor, J. M., Park, R. F., Dodds, P. N., Hirsch, C. D., Kianian, S. F. and Figueroa, M. 2017. De novo assembly and phasing of dikaryotic genomes from two isolates of Puccinia coronata f. sp. avenae, the causal agent of oat crown rust. BioRxiv. https://doi.org/10.1101/179226            AND        Nazareno ES, Li F, Smith M, Park RF, Kianian SF, Figueroa M Puccinia coronata f. sp. avenae: a threat to global oat production. Mol Plant Pathol. 2018 May;19(5):1047-1060. doi: 10.1111/mpp.12608. Epub 2017 Dec 10."
PuccoSD80_1,Puccinia coronata avenae 12SD80,Pucciniales,Pucciniomycetes,Pucciniomycotina,Basidiomycota,YES,OB,OB,Known,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Pathotroph – Plant Pathogen,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Miller, M. E., Zhang, Y., Omidvar, V., Sperschneider, J., Schwessinger, B., Raley, C., Palmer, J. M., Garnica, D., Upadhyayah, N., Rathjen, J., Taylor, J. M., Park, R. F., Dodds, P. N., Hirsch, C. D., Kianian, S. F. and Figueroa, M. 2017. De novo assembly and phasing of dikaryotic genomes from two isolates of Puccinia coronata f. sp. avenae, the causal agent of oat crown rust. BioRxiv. https://doi.org/10.1101/179226            AND        Nazareno ES, Li F, Smith M, Park RF, Kianian SF, Figueroa M Puccinia coronata f. sp. avenae: a threat to global oat production. Mol Plant Pathol. 2018 May;19(5):1047-1060. doi: 10.1111/mpp.12608. Epub 2017 Dec 10."
Pucgr2,Puccinia graminis f. sp. tritici v2.0,Pucciniales,Pucciniomycetes,Pucciniomycotina,Basidiomycota,YES,OB,OB,Known,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Pathotroph – Plant Pathogen,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Duplessis S, Cuomo CA, Lin YC, Aerts A, Tisserant E, Veneault-Fourrey C, Joly DL, Hacquard S, Amselem J, Cantarel BL, Chiu R, Coutinho PM, Feau N, Field M, Frey P, Gelhaye E, Goldberg J, Grabherr MG, Kodira CD, Kohler A, Kues U, Lindquist EA, Lucas SM, Mago R, Mauceli E, Morin E, Murat C, Pangilinan JL, Park R, Pearson M, Quesneville H, Rouhier N, Sakthikumar S, Salamov AA, Schmutz J, Selles B, Shapiro H, Tanguay P, Tuskan GA, Henrissat B, Van de Peer Y, Rouze P, Ellis JG, Dodds PN, Schein JE, Zhong S, Hamelin RC, Grigoriev IV, Szabo LJ, Martin F Obligate biotrophy features unraveled by the genomic analysis of rust fungi. Proc Natl Acad Sci U S A. 2011 May 31;108(22):9166-71. doi: 10.1073/pnas.1019315108. Epub 2011 May 2.      AND          Cuomo CA, Bakkeren G, Khalil HB, Panwar V, Joly D, Linning R, Sakthikumar S, Song X, Adiconis X, Fan L, Goldberg JM, Levin JZ, Young S, Zeng Q, Anikster Y, Bruce M, Wang M, Yin C, McCallum B, Szabo LJ, Hulbert S, Chen X, Fellers JP Comparative Analysis Highlights Variable Genome Content of Wheat Rusts and Divergence of the Mating Loci. G3 (Bethesda). 2017 Feb 9;7(2):361-376. doi: 10.1534/g3.116.032797."
Pucstr1,Puccinia striiformis f. sp. tritici 104 E137 A-,Pucciniales,Pucciniomycetes,Pucciniomycotina,Basidiomycota,YES,OB,OB,Known,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Pathotroph – Plant Pathogen,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Schwessinger B, Sperschneider J, Cuddy WS, Garnica DP, Miller ME, Taylor JM, Dodds PN, Figueroa M, Park RF, Rathjen JP A Near-Complete Haplotype-Phased Genome of the Dikaryotic Wheat Stripe Rust Fungus Puccinia striiformis f. sp. tritici Reveals High Interhaplotype Diversity. MBio. 2018 Feb 20;9(1). pii: mBio.02275-17. doi: 10.1128/mBio.02275-17."
Pucst1,Puccinia striiformis f. sp. tritici PST-130,Pucciniales,Pucciniomycetes,Pucciniomycotina,Basidiomycota,YES,OB,OB,Known,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Pathotroph – Plant Pathogen,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Cantu D, Govindarajulu M, Kozik A, Wang M, Chen X, Kojima KK, Jurka J, Michelmore RW, Dubcovsky J Next generation sequencing provides rapid access to the genome of Puccinia striiformis f. sp. tritici, the causal agent of wheat stripe rust. PLoS One. 2011;6(8):e24230. doi: 10.1371/journal.pone.0024230. Epub 2011 Aug 31."
Pucst_PST78_1,Puccinia striiformis f. sp. tritici PST-78 v1.0,Pucciniales,Pucciniomycetes,Pucciniomycotina,Basidiomycota,YES,OB,OB,Known,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Pathotroph – Plant Pathogen,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Cuomo CA, Bakkeren G, Khalil HB, Panwar V, Joly D, Linning R, Sakthikumar S, Song X, Adiconis X, Fan L, Goldberg JM, Levin JZ, Young S, Zeng Q, Anikster Y, Bruce M, Wang M, Yin C, McCallum B, Szabo LJ, Hulbert S, Chen X, Fellers JP Comparative Analysis Highlights Variable Genome Content of Wheat Rusts and Divergence of the Mating Loci. G3 (Bethesda). 2017 Feb 9;7(2):361-376. doi: 10.1534/g3.116.032797."
Puctr1,Puccinia triticina 1-1 BBBD Race 1,Pucciniales,Pucciniomycetes,Pucciniomycotina,Basidiomycota,YES,OB,OB,Known,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Pathotroph – Plant Pathogen,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,"Cuomo CA, Bakkeren G, Khalil HB, Panwar V, Joly D, Linning R, Sakthikumar S, Song X, Adiconis X, Fan L, Goldberg JM, Levin JZ, Young S, Zeng Q, Anikster Y, Bruce M, Wang M, Yin C, McCallum B, Szabo LJ, Hulbert S, Chen X, Fellers JP Comparative Analysis Highlights Variable Genome Content of Wheat Rusts and Divergence of the Mating Loci. G3 (Bethesda). 2017 Feb 9;7(2):361-376. doi: 10.1534/g3.116.032797."
Rhoto_IFO0559_1,Rhodosporidium toruloides IFO0559_1,Sporidiobolales,Microbotryomycetes,Pucciniomycotina,Basidiomycota,NO,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Zhang S, Skerker JM, Rutter CD, Maurer MJ, Arkin AP, Rao CV Engineering Rhodosporidium toruloides for increased lipid production. Biotechnol Bioeng. 2016 May;113(5):1056-66. doi: 10.1002/bit.25864. Epub 2015 Nov 10."
